0.0 sh0:0.030981487947131438  sh1:0.026523477297843268  sh2:0.03779848646928875  sh3:0.027345811659074924  sh4:0.046584051198802955  sh5:0.029552244664758365  sh6:0.04047689574437036  sh7:0.02178941754526364  sh8:0.025777861612994772  sh9:0.025648354425451245  sh10:0.05433441122001401  sh11:0.0931859249697706  sh12:0.4094807201094325  sh13:0.011659113076576307  sh14:0.01924639495260423  sh15:0.009267667817440097  sh16:0.0256569135271736  sh17:0.024805991745250482  sh18:0.806808304667652  sh19:0.7200655652233875  sh20:0.05148111136431174  sh21:0.7182671098350814  sh22:0.9431616512518252  sh23:0.9278742034174083  sh24:0.7942745510789894  sh25:0.8904698356929157  sh26:0.054078888757802326  sh27:0.05389830688417772  sh28:0.06455013112972313  sh29:0.85779283446038  sh30:0.7989340667662113  sh31:0.9099053873294178  sh32:0.8470523917693878  sh33:0.5549868005969284  sh34:0.7720676009689829  sh35:0.7153516607557499  sh36:0.5936721025870719  sh37:0.9261079706018167  sh38:0.84112457356276  sh39:0.6311557972883357  sh40:0.28553567883986175  sh41:0.3227984040798393  sh42:0.2166934323328478  sh43:0.9383713845445062  sh44:0.6728720868179722  sh45:0.9153798375880483  sh46:0.9211672209869566  sh47:0.5326874243368672  sh48:0.8240834080700509  sh49:0.8513258654722522  sh50:0.8841285480606015  sh51:0.881990783498606  sh52:0.9071371444206826  sh53:0.9328809087828157  sh54:0.8738393388239973  sh55:0.9400740664712882  sh56:0.852203587346136  sh57:0.7539284198996619  sh58:0.8988812686124766  
3.0 sh0:8.298219906422995E-4  sh1:0.0011860755922357938  sh2:0.0010878563480207462  sh3:0.0014369984828947586  sh4:0.0010315960006648357  sh5:0.0010035129662453784  sh6:0.0  sh7:8.239259070458095E-4  sh8:0.0011761034118390186  sh9:0.0010812786497540912  sh10:0.0015178012626920752  sh11:0.0031337707846799713  sh12:0.13995732012990314  sh13:1.0  sh14:0.807978262014192  sh15:0.8365535541721332  sh16:0.809512399224209  sh17:0.828925461424517  sh18:0.5904911773739894  sh19:0.47933370564724126  sh20:0.8951972267261923  sh21:0.543877719014259  sh22:0.8715982545605424  sh23:0.8456740739833546  sh24:0.6740141709995797  sh25:0.7404252031850368  sh26:0.9454851565177339  sh27:0.9547886180770876  sh28:0.7989491774983934  sh29:0.9893737385105711  sh30:0.02656618459392832  sh31:0.9397348995915543  sh32:1.0  sh33:0.18588578476958914  sh34:0.8080234781564672  sh35:0.5220752775398886  sh36:0.0501555867996203  sh37:0.9800278995948503  sh38:0.09420261493432484  sh39:0.5456228344945678  sh40:0.192429210331634  sh41:0.12227402623102245  sh42:0.11887501560765223  sh43:0.8934600565432054  sh44:0.910623030113127  sh45:0.8087641046500813  sh46:0.6556773282299451  sh47:0.0  sh48:0.9749957586670638  sh49:0.792959415887483  sh50:0.8290520123546483  sh51:0.8667580285661884  sh52:0.7679509593344432  sh53:0.7718845675508605  sh54:0.7526430843204907  sh55:0.8757152192575182  sh56:0.7722901637311395  sh57:0.6899530367332208  sh58:0.8837630439683791  
3.0 sh0:0.0010205572743521903  sh1:7.702119493695957E-4  sh2:0.0015512330147252873  sh3:0.0010129537794879057  sh4:7.36157019770524E-4  sh5:8.367246288231937E-4  sh6:0.001058822212533964  sh7:8.736291698236189E-4  sh8:7.6331606821376E-4  sh9:7.713596996731418E-4  sh10:0.0012246990669832897  sh11:0.0025567751791297525  sh12:0.13238329610367816  sh13:0.8746891962445096  sh14:0.9924150862214574  sh15:0.8120469966036729  sh16:0.9956241871269133  sh17:0.9918555657899508  sh18:0.6111742516543216  sh19:0.4587058173773531  sh20:0.9622061951548215  sh21:0.5380964792807101  sh22:0.8763466792020328  sh23:0.8737947287600244  sh24:0.7094067523098839  sh25:0.728754190855115  sh26:0.9377414121327813  sh27:0.8222455192783199  sh28:0.8586500783756293  sh29:0.9975599892489103  sh30:0.5427666441077166  sh31:0.9849048260932305  sh32:0.9961304157099468  sh33:0.1358349120443509  sh34:0.7606031929098827  sh35:0.5248157976732477  sh36:0.037170109727546856  sh37:0.9830564023347209  sh38:0.8174371569222704  sh39:0.5611252802436089  sh40:0.12666196388901282  sh41:0.04833821109839949  sh42:0.05940051329279372  sh43:0.8493281752927395  sh44:0.7503094690232095  sh45:0.8298707605355682  sh46:0.8240461313169107  sh47:0.7091536776728361  sh48:0.8059185456606395  sh49:0.7967038654722494  sh50:0.8695653155205683  sh51:0.7758860138607664  sh52:0.6097797632762046  sh53:0.9104072248224185  sh54:0.753182053836104  sh55:0.9068792466597587  sh56:0.7295562914872816  sh57:0.48975362633133646  sh58:0.8813559629619682  
2.0 sh0:0.00776068904367703  sh1:0.009186859646507763  sh2:0.011645985570433646  sh3:0.006569343889769287  sh4:0.0080768986463633  sh5:0.007472775744611431  sh6:0.00852389013310493  sh7:0.007104054857489935  sh8:0.008623475084552848  sh9:0.008790592724575769  sh10:0.015365061320324605  sh11:0.024440385213515464  sh12:0.24210099407468091  sh13:0.8656636271052296  sh14:0.7346317192897425  sh15:0.6852899761380901  sh16:0.7308636727957554  sh17:0.7715951760350681  sh18:0.23509766818245784  sh19:0.2994920364810732  sh20:0.7180473739531967  sh21:0.0606092469397617  sh22:0.14263428004608417  sh23:0.11486897727156804  sh24:0.3498757312196768  sh25:0.291565220680934  sh26:0.7478653676829335  sh27:0.8849928048678286  sh28:0.6201199167471758  sh29:0.9590297801157822  sh30:0.02039035139914805  sh31:0.935482681364261  sh32:0.9809277995786644  sh33:0.17266257328736723  sh34:0.737820174747908  sh35:0.47419678048755265  sh36:0.07210857845763832  sh37:0.9778617212492375  sh38:0.030512552008990234  sh39:0.5733676949357588  sh40:0.2545997404695475  sh41:0.1418049877449764  sh42:0.14653271934978973  sh43:0.8731748803171434  sh44:0.8574257829254294  sh45:0.5988254119805103  sh46:0.8234222918323649  sh47:0.7985737165207747  sh48:0.9166568457383437  sh49:0.687171001546328  sh50:0.843368670105602  sh51:0.8339851787324353  sh52:0.695085442525057  sh53:0.8118158381339006  sh54:0.6596209342813113  sh55:0.5890951553611895  sh56:0.8256325304088598  sh57:0.8328706191749445  sh58:0.8462981973603145  
3.0 sh0:9.747190538405027E-4  sh1:0.0013560611055797782  sh2:0.0011346516997238613  sh3:0.0016095587328363759  sh4:0.0012581573707881144  sh5:0.0010579517763061816  sh6:9.190614016005452E-4  sh7:9.85393518412494E-4  sh8:0.0012465279942278677  sh9:0.0012438079675787669  sh10:0.0022908028311848278  sh11:0.0036457780441028786  sh12:0.1535333874099707  sh13:0.9435069257721215  sh14:0.9171882604654116  sh15:0.9172765816229972  sh16:0.9205886787549518  sh17:0.9261143422442271  sh18:0.6058790531713644  sh19:0.48169451581213263  sh20:0.9941308239850105  sh21:0.5448863405085932  sh22:0.8727031237772949  sh23:0.8635074646458223  sh24:0.6842742272494026  sh25:0.7498349298236779  sh26:0.9809662222303062  sh27:0.8764292145250122  sh28:0.9359218410407321  sh29:0.9893326246094357  sh30:0.2522774843322522  sh31:0.9621319967304088  sh32:0.9874044251448799  sh33:0.14266487594888175  sh34:0.8360272797042176  sh35:0.4812336831970462  sh36:0.07055199996785556  sh37:0.9852940074351274  sh38:0.49329904969166966  sh39:0.5620025388332532  sh40:0.20180766836423028  sh41:0.12204380520191938  sh42:0.10355431659587376  sh43:0.984379946518631  sh44:0.8521734139128125  sh45:0.7244440686282335  sh46:0.8524583035611152  sh47:0.6854880038228273  sh48:0.8104394738899754  sh49:0.8743447113140178  sh50:0.7893392540907807  sh51:0.8392252670547645  sh52:0.8537455588270282  sh53:0.8291346176565116  sh54:0.8197620684695582  sh55:0.9623157879271095  sh56:0.7209623614292209  sh57:0.7464419898945521  sh58:0.6988013951228694  
0.0 sh0:0.8012247053709426  sh1:0.5338438440887056  sh2:0.6374011545280356  sh3:0.8131487944435073  sh4:0.8969386158802978  sh5:0.7812382138261529  sh6:0.8493650449831118  sh7:0.6866235350410536  sh8:0.5172246540101486  sh9:0.5270287371170689  sh10:0.4822393230130503  sh11:0.3253833326587817  sh12:0.6203374319355727  sh13:0.0027897475829314644  sh14:0.0029686489737379028  sh15:0.001948232527500452  sh16:0.007193452253279464  sh17:0.004369691187276192  sh18:0.7402311385413366  sh19:0.9476232112029296  sh20:0.05941816434766364  sh21:0.9496526801276388  sh22:0.5203956826945938  sh23:0.5240302788780178  sh24:0.73349366302398  sh25:0.5499876335086661  sh26:0.06356669230962282  sh27:0.06227379380356207  sh28:0.07555842031491435  sh29:0.8392622970706637  sh30:0.7664397663513062  sh31:0.9178195399096489  sh32:0.9101185663786036  sh33:0.5046500997727266  sh34:0.9001732790489713  sh35:0.6784745438601815  sh36:0.8517005007056936  sh37:0.9263048934300033  sh38:0.668923987759428  sh39:0.6106896006770086  sh40:0.7592611856838061  sh41:0.6778625708291426  sh42:0.5871598452252025  sh43:0.8755173455013445  sh44:0.6879352636948729  sh45:0.8900204089621132  sh46:0.8930929436127818  sh47:0.7621472702590018  sh48:0.8214183572428413  sh49:0.8771818614183167  sh50:0.6979303598272667  sh51:0.8998702100191672  sh52:0.7676847995835346  sh53:0.8356432751482678  sh54:0.8847515719022422  sh55:0.869148558574394  sh56:0.8588037406407091  sh57:0.9390030507379987  sh58:0.8463881038766041  
2.0 sh0:0.0060474021666644924  sh1:0.007004045681054015  sh2:0.010365193574930855  sh3:0.004776688920962401  sh4:0.006121508659096359  sh5:0.005840901075694958  sh6:0.006650420009170729  sh7:0.005999918394627306  sh8:0.006099638198263396  sh9:0.007032423598302423  sh10:0.011198464957675512  sh11:0.019297152334057877  sh12:0.20268122408682915  sh13:0.7725145655845328  sh14:0.7286109955729183  sh15:0.6089832439126555  sh16:0.7180837895087003  sh17:0.7677518943632452  sh18:0.06129483672141132  sh19:0.0512687749599934  sh20:0.6193810174745955  sh21:0.23574758097936824  sh22:0.07695500590405423  sh23:0.043666093977145624  sh24:0.17173555790151065  sh25:0.05865828883580724  sh26:0.6396794938978044  sh27:0.7720550479640154  sh28:0.5332019997936548  sh29:0.9239237956523637  sh30:0.017356615295598454  sh31:0.9340607169881703  sh32:0.9962320860931049  sh33:0.1704700360185546  sh34:0.8173928850713752  sh35:0.4878268319478391  sh36:0.057875466569297825  sh37:0.9768965995198321  sh38:0.02837731482365435  sh39:0.4927007132077897  sh40:0.17477477892682639  sh41:0.13716675486909738  sh42:0.10931356624724128  sh43:0.888280804829854  sh44:0.8119395384782807  sh45:0.8428644439328453  sh46:0.8115201840560028  sh47:0.7007249151041474  sh48:0.8900440060838655  sh49:0.8355137757971032  sh50:0.8004278600959892  sh51:0.8212176082343264  sh52:0.7597966093005247  sh53:0.9049384774850529  sh54:0.7399479152783234  sh55:0.6046012558550662  sh56:0.8054579093806223  sh57:0.8942196040265312  sh58:0.8564360630617529  
1.0 sh0:0.5614263224155299  sh1:0.1937858122255518  sh2:0.22419929154429546  sh3:0.6408977653255925  sh4:0.6827396989933816  sh5:0.5480596819512281  sh6:0.6079474156911852  sh7:0.43664508160417714  sh8:0.19432340952719943  sh9:0.1888014502572993  sh10:0.24158251908215692  sh11:0.30273443091019836  sh12:0.605867329888296  sh13:0.08283118540272613  sh14:0.15276328225018745  sh15:0.07040863420867673  sh16:0.16312451280448265  sh17:0.16070459906308654  sh18:0.9992259418401666  sh19:0.9311303262968325  sh20:0.0014065203371454774  sh21:0.926412381349535  sh22:0.7712030888606393  sh23:0.7715474283281486  sh24:0.9384650564215337  sh25:0.9970585268027584  sh26:0.0065884133655966575  sh27:9.558058558819025E-4  sh28:0.004803811659442877  sh29:0.8692045313385367  sh30:0.8138371650072094  sh31:0.910354117262399  sh32:0.8908842689448445  sh33:0.9165459513504  sh34:0.9943653928540233  sh35:0.8127951248441959  sh36:0.887943206041335  sh37:0.9427335413922042  sh38:0.8264459446789543  sh39:0.9257502197988773  sh40:0.9407096558763584  sh41:0.7670089095207013  sh42:0.6321149740711631  sh43:0.8875101424714271  sh44:0.6818462314298729  sh45:0.8721064942569341  sh46:0.7395659769696153  sh47:0.7436796991053417  sh48:0.8013782449417108  sh49:0.7309131511110337  sh50:0.9411131349163941  sh51:0.9673916179909325  sh52:0.8844056938958829  sh53:0.8171394722274272  sh54:0.9458945168324429  sh55:0.8939937424540852  sh56:0.7968140848276916  sh57:0.7988853955743105  sh58:0.87545993573705  
3.0 sh0:9.85956011934716E-4  sh1:0.0014263422770338196  sh2:0.0014291631776959532  sh3:0.0016944917946786413  sh4:0.0011760090429082809  sh5:0.001166779591980632  sh6:9.18141296842227E-4  sh7:0.0010298051902310314  sh8:0.0012248565281640254  sh9:0.001187888152325778  sh10:0.0020208270231067767  sh11:0.0031119497662982503  sh12:0.16382791294463042  sh13:0.9389637755484733  sh14:0.825837068545781  sh15:0.8569812583446557  sh16:0.8281403704246599  sh17:0.8450670458020628  sh18:0.5823089321054958  sh19:0.46780449465227564  sh20:0.9244884082742036  sh21:0.5342742205639012  sh22:0.8768838610634785  sh23:0.8370110821073268  sh24:0.6808077023405315  sh25:0.7245643419315821  sh26:0.9758424576131534  sh27:0.937462533508727  sh28:0.8269066873574396  sh29:0.9793295723455956  sh30:0.023573023876923466  sh31:0.9367570861157649  sh32:0.9901968362136906  sh33:0.1712191936865172  sh34:0.7924147890575947  sh35:0.5740657110670846  sh36:0.07330827509748358  sh37:0.9826321349740138  sh38:0.14807679448695082  sh39:0.5702406961340254  sh40:0.19780781101003325  sh41:0.10897579658267222  sh42:0.06983567646914501  sh43:0.9131214081940394  sh44:0.8156725965162712  sh45:0.7636171942320511  sh46:0.7136046638753053  sh47:0.8277285183839945  sh48:0.8521571180623391  sh49:0.7857212077076519  sh50:0.8111702058551719  sh51:0.9281216392881637  sh52:0.595031863296638  sh53:0.8243587707518519  sh54:0.6474117777406131  sh55:0.7320371005301018  sh56:0.8110826288397057  sh57:0.6983671599392366  sh58:0.712844391469097  
3.0 sh0:9.191935502631666E-4  sh1:0.0012466286173599005  sh2:0.0  sh3:0.0016070379400748925  sh4:0.0011052788714722179  sh5:0.0010414065440624766  sh6:7.69218165753498E-4  sh7:9.650178892135376E-4  sh8:0.0013135420372927017  sh9:0.0012261471490938674  sh10:0.0020029021366973466  sh11:0.0034819615167091234  sh12:0.1507456233081816  sh13:0.9681288105999847  sh14:0.7664254344505156  sh15:0.7696050679597686  sh16:0.7664124365581251  sh17:0.7955299115365699  sh18:0.5889769610066934  sh19:0.4671657979179516  sh20:0.8221006822176398  sh21:0.5302636602577531  sh22:0.8313436563840368  sh23:0.8044118770896702  sh24:0.6514319472281436  sh25:0.7224670479883382  sh26:0.864112022801108  sh27:1.0  sh28:0.720475842235008  sh29:0.9869311718606492  sh30:0.024999749324424704  sh31:0.9309200929549841  sh32:0.993263325321103  sh33:0.1764691930473016  sh34:0.7358331577356005  sh35:0.5831375356236739  sh36:0.07657185944923475  sh37:0.9851297859097173  sh38:0.031545875002953395  sh39:0.5726525698615228  sh40:0.1538097752694939  sh41:0.17304756920489892  sh42:0.18134989287045913  sh43:0.8813555218954238  sh44:0.787320921234774  sh45:0.8066104606725342  sh46:0.7770445622398563  sh47:0.844018472929622  sh48:0.678692277522737  sh49:0.85584602467033  sh50:0.78034094348827  sh51:0.7721236891921527  sh52:0.8501278379675774  sh53:0.9049266245035934  sh54:0.7416314954195081  sh55:0.7412404332270885  sh56:0.7971133254193502  sh57:0.9589162747719318  sh58:0.7674875041270227  
3.0 sh0:9.552487727197285E-4  sh1:0.001034205086544194  sh2:0.0016799490726911962  sh3:0.0011518487620220666  sh4:9.68322654869926E-4  sh5:0.001003747470344503  sh6:9.568109935212194E-4  sh7:0.0  sh8:0.0010583575436100903  sh9:9.766160858173578E-4  sh10:0.0015275175733812823  sh11:0.0031480777584200446  sh12:0.1520846552632924  sh13:0.7369066511508581  sh14:0.7300198077454553  sh15:0.5806937835499396  sh16:0.7210760760847662  sh17:0.7690691901987616  sh18:0.6002358922210402  sh19:0.48917524934829687  sh20:0.5767317805589788  sh21:0.5509016179152267  sh22:0.8840961741460907  sh23:0.8560833126835146  sh24:0.6673512742308697  sh25:0.7514773057817642  sh26:0.5933415325507749  sh27:0.7246604628667686  sh28:0.5026586056570732  sh29:0.8695682937324837  sh30:0.021544107322738357  sh31:0.9386848948532084  sh32:0.9918438713430077  sh33:0.16181282837406874  sh34:0.6778086151448666  sh35:0.5915623284556633  sh36:0.06779902018139145  sh37:0.9872813690102324  sh38:0.027869257066433166  sh39:0.548816999681563  sh40:0.32396716675677434  sh41:0.12247053565051881  sh42:0.1244711004208367  sh43:0.8411987123861807  sh44:0.8148930233663189  sh45:0.0  sh46:0.8572935821331181  sh47:0.8088719980911006  sh48:1.0  sh49:0.8177640510068939  sh50:0.5440273310737083  sh51:0.9010517256421635  sh52:0.44431763424516013  sh53:0.868591270598235  sh54:0.7154117683415467  sh55:0.8480840358450217  sh56:0.7896027681626425  sh57:0.8980368635760645  sh58:0.8203658876497153  
3.0 sh0:0.0010832596410690937  sh1:0.001011063646727394  sh2:0.0015291195525340181  sh3:0.00113968610711037  sh4:9.486582702314941E-4  sh5:0.0  sh6:0.0011126639342482426  sh7:9.910803439071283E-4  sh8:0.0010001655794907632  sh9:0.0010150404294062487  sh10:0.0014486951584355694  sh11:0.002919334899546664  sh12:0.1345400244073818  sh13:0.8371145851962802  sh14:0.731591123964462  sh15:0.6626242322266075  sh16:0.7232408862662756  sh17:0.7701744450563457  sh18:0.5618144719427931  sh19:0.45150580883500585  sh20:0.6888611652112011  sh21:0.5372844465320324  sh22:0.8180139047386625  sh23:0.7805688542174966  sh24:0.6372117994519263  sh25:0.6785641727660399  sh26:0.7159216052568297  sh27:0.8507738506844439  sh28:0.5928941757871201  sh29:0.9802707486204844  sh30:0.02216228527694848  sh31:0.9305577851151687  sh32:0.9965290805463971  sh33:0.15518541616119624  sh34:0.7939895232153694  sh35:0.5265979151159055  sh36:0.08626397280361853  sh37:0.985717622199333  sh38:0.03185599624214989  sh39:0.5518747647129587  sh40:0.22486843856595018  sh41:0.16067455726663377  sh42:0.11256865356419518  sh43:0.9044869718306285  sh44:0.959986969686117  sh45:0.7374194522062925  sh46:0.0  sh47:0.6852920102944278  sh48:0.830653553880506  sh49:0.7448621849769692  sh50:0.8261639601646635  sh51:0.8113356489573634  sh52:0.8197171463090893  sh53:0.8534773343636843  sh54:0.6780948929274784  sh55:0.7693616060502854  sh56:0.7383129188491718  sh57:0.8443991718219832  sh58:0.8837767441218357  
2.0 sh0:0.006332400240051239  sh1:0.006180656340238608  sh2:0.009932628018541528  sh3:0.004204738768781877  sh4:0.005436825910321111  sh5:0.005423315682005781  sh6:0.00666022133826704  sh7:0.005471891739754749  sh8:0.005999452419889202  sh9:0.006104590153503975  sh10:0.010967839170429147  sh11:0.017473975630719372  sh12:0.1975943859003637  sh13:0.9597560758685748  sh14:0.9720524280618695  sh15:0.897026381215712  sh16:0.979070107595593  sh17:0.9862512656506159  sh18:0.21421435166485328  sh19:0.2041151480143325  sh20:0.9527307703086528  sh21:0.41036335494171444  sh22:0.08023287170124287  sh23:0.17858457558900848  sh24:0.10369304209279233  sh25:0.24497095810196465  sh26:0.9341134344166147  sh27:0.8310187312022209  sh28:0.9350633980028881  sh29:0.9909479764787683  sh30:0.492652976698935  sh31:0.9871279994201062  sh32:0.98596785118442  sh33:0.14944913024345885  sh34:0.8544648266488007  sh35:0.5695333234371698  sh36:0.045394257235668325  sh37:0.9874280751922566  sh38:0.5411488792371607  sh39:0.5552443186848843  sh40:0.24834976236395118  sh41:0.08123381050351161  sh42:0.12007621920415736  sh43:0.8959360591900155  sh44:0.9161612569088038  sh45:0.9048587969775943  sh46:0.749719606464957  sh47:0.8107125277400181  sh48:0.88126957558765  sh49:0.8643076418132069  sh50:0.8414365267950338  sh51:0.7940061170233257  sh52:0.6576996028728003  sh53:0.8479925561064106  sh54:0.8306742054506946  sh55:0.6698627710104647  sh56:0.8717217573484471  sh57:0.8242609693953544  sh58:0.8244338360565834  
1.0 sh0:0.031170764266304125  sh1:0.02447470958326511  sh2:0.03768358698381118  sh3:0.027666773906159584  sh4:0.046580003437803705  sh5:0.02969779593023853  sh6:0.0403321982743818  sh7:0.021589801635848137  sh8:0.02543852226734261  sh9:0.02363079902863158  sh10:0.054126560242941234  sh11:0.0944664864356813  sh12:0.41637340764594283  sh13:0.08982393456967547  sh14:0.16870429155446182  sh15:0.07564597109213655  sh16:0.1832037100390235  sh17:0.181914391346753  sh18:0.8121900133198237  sh19:0.7049993453690002  sh20:0.005171854152253007  sh21:0.7205133462850986  sh22:0.9350350550855061  sh23:0.9381875270099949  sh24:0.8211721235509285  sh25:0.9006855369915445  sh26:0.0033724830643571107  sh27:0.0032675323669764415  sh28:0.003926324284811868  sh29:0.8607032468263249  sh30:0.85567608720533  sh31:0.9190190292850532  sh32:0.8942811216262672  sh33:0.7558961870518693  sh34:0.9856356830898344  sh35:0.7598157221193155  sh36:0.5921814951882483  sh37:0.8834010297729542  sh38:0.9012546045161443  sh39:0.8970276912358562  sh40:0.39113684960457307  sh41:0.6303302583260663  sh42:0.6402100034599486  sh43:0.944897550746244  sh44:0.6640725119713593  sh45:0.9401002188286378  sh46:0.990986440249405  sh47:0.9457248156105552  sh48:0.7956326726628857  sh49:0.9044899279359342  sh50:0.7854589135100508  sh51:0.9094655065581979  sh52:0.8534515938348618  sh53:0.8318218471688993  sh54:0.7087584464833542  sh55:0.8923598585196845  sh56:0.7740255379909111  sh57:0.8304886895617899  sh58:0.760819963830797  
0.0 sh0:0.6631108867392261  sh1:0.17204014086227823  sh2:0.20721797411532278  sh3:0.705727939524537  sh4:0.7651142528952255  sh5:0.6464403516275581  sh6:0.7072307648624366  sh7:0.5542942636705457  sh8:0.271201756951986  sh9:0.1672876846668688  sh10:0.2391187245243827  sh11:0.30243238565029484  sh12:0.6021375434460112  sh13:8.376926364927719E-4  sh14:0.0015969445515217223  sh15:9.009567265802368E-4  sh16:0.002026335385134569  sh17:0.0013811433673005364  sh18:0.9709567203158752  sh19:0.9225381414423713  sh20:0.05865562045019024  sh21:0.9247103005717748  sh22:0.5226971194624087  sh23:0.5285614681964051  sh24:0.7384004903673305  sh25:1.0  sh26:0.06988965954082667  sh27:0.0637812830918497  sh28:0.08179043853270333  sh29:0.8301003881748082  sh30:0.8265330842860034  sh31:0.91633579780668  sh32:0.8741311734326642  sh33:0.5008105241792798  sh34:0.9071538068811342  sh35:0.7092568072128591  sh36:0.7379258807253735  sh37:0.9060491330665768  sh38:0.6705320506724102  sh39:0.6121448969987768  sh40:0.5013143734581855  sh41:0.8152955889350828  sh42:0.5145629693647472  sh43:0.8781351020072126  sh44:0.6735810692257405  sh45:0.7114021885225903  sh46:0.8745605637326472  sh47:0.7737315967131708  sh48:0.8173625484761846  sh49:0.9047292264638884  sh50:0.9662566942504873  sh51:0.8990250555261118  sh52:0.6545212109624585  sh53:0.8688953796876112  sh54:0.7612889324638515  sh55:0.7090892952143032  sh56:0.8242041212556663  sh57:0.9067291813340773  sh58:0.7691768642861523  
1.0 sh0:0.8094967104824494  sh1:0.4763783614322373  sh2:0.5675732138628443  sh3:0.8460566790120576  sh4:0.9180017727011418  sh5:0.7924926380774321  sh6:0.8607121870955079  sh7:0.6844224342379557  sh8:0.4603471440570655  sh9:0.4690319454587844  sh10:0.5010016766481108  sh11:0.4441066339837844  sh12:0.6545783990416328  sh13:0.07856589781776212  sh14:0.13993353120020458  sh15:0.0680374880959448  sh16:0.14623458231013023  sh17:0.14063565164056446  sh18:0.9923308676531197  sh19:1.0  sh20:0.0014812639130142669  sh21:1.0  sh22:0.776879741100561  sh23:0.7747116439703606  sh24:1.0  sh25:0.8593817515351869  sh26:0.014093469570341246  sh27:0.002801718381664389  sh28:0.010649569223821903  sh29:0.8647306706591619  sh30:0.7497437848755242  sh31:0.9047851170836203  sh32:0.9107065757623836  sh33:0.9341870669026427  sh34:0.9349020346133475  sh35:0.7738063878487255  sh36:0.6715036075815057  sh37:0.9271513038634671  sh38:0.7830003433483761  sh39:0.9043332394421479  sh40:0.4263987684576138  sh41:0.5011754780907439  sh42:0.4927291153872488  sh43:0.9399496553583284  sh44:0.6633615996139428  sh45:0.9436980342262342  sh46:0.7548523674582645  sh47:0.8836978190695977  sh48:0.7872736796337612  sh49:0.7823842417358681  sh50:0.8266082469577112  sh51:0.8906755815046461  sh52:0.9387302047327932  sh53:0.8947357868757566  sh54:0.47591993692319534  sh55:0.9116820008515333  sh56:0.8919183622151438  sh57:0.8490077548327257  sh58:0.6899599962411556  
3.0 sh0:8.570714890889707E-4  sh1:7.845793851868686E-4  sh2:0.001342629966295865  sh3:0.0010274600832207935  sh4:8.149397881559434E-4  sh5:8.522504806519525E-4  sh6:9.245689507861848E-4  sh7:7.106880573227139E-4  sh8:8.181429494907344E-4  sh9:7.441557037218906E-4  sh10:0.001151484512030741  sh11:0.0026342009601613326  sh12:0.13870417261715046  sh13:0.9646200600965129  sh14:0.8035812735179076  sh15:0.8306287834523042  sh16:0.807181681808929  sh17:0.8254319031981935  sh18:0.6010320304504605  sh19:0.47857315199381584  sh20:0.8940791599900497  sh21:0.5420448557802007  sh22:0.8592164093246447  sh23:0.8529443499210614  sh24:0.6768037101935386  sh25:0.7488384204343407  sh26:0.9449058112751727  sh27:0.9545521447051372  sh28:0.793901833087471  sh29:0.9958591966525789  sh30:0.012823603718478056  sh31:0.9412558983688614  sh32:0.9903407927005036  sh33:0.12870433870420372  sh34:0.7866704298954591  sh35:0.577381007493657  sh36:0.033111371821327146  sh37:0.9767472203864186  sh38:0.05330279966712066  sh39:0.5720512525800782  sh40:0.11910594353207274  sh41:0.09576287679644414  sh42:0.07673605778269146  sh43:0.8496728271731081  sh44:0.9182105744913038  sh45:0.7735985847020231  sh46:0.765216678460361  sh47:0.5871846526932025  sh48:0.8628479785037907  sh49:0.787972311754509  sh50:0.7674777206090718  sh51:0.9075750398620334  sh52:0.9162199906369809  sh53:0.8119959133659056  sh54:0.675994493289269  sh55:0.8069112531355185  sh56:0.674511202508293  sh57:0.5998579921922641  sh58:0.9094551854243977  
3.0 sh0:0.0011578975329758596  sh1:7.975033111700752E-4  sh2:0.0018698068517877349  sh3:9.634328765003506E-4  sh4:8.116436412459753E-4  sh5:9.39533380015151E-4  sh6:0.001240257083091852  sh7:0.0010092493672423633  sh8:0.0  sh9:8.712780795513673E-4  sh10:0.0012544584784202264  sh11:0.0025255864173913795  sh12:0.1443022229247056  sh13:0.8630536961662616  sh14:0.7346526295185636  sh15:0.6819149591962226  sh16:0.7271027114354531  sh17:0.7699039541887528  sh18:0.6028931247552322  sh19:0.4718022991703159  sh20:0.7161332980072039  sh21:0.5341583576346449  sh22:0.8782714465423133  sh23:0.8630548767471642  sh24:0.6855685234752322  sh25:0.7365959659898014  sh26:0.745454102082808  sh27:0.8812650049984585  sh28:0.6166118309128009  sh29:0.9696531365646841  sh30:0.0170523590951541  sh31:0.9331185705190307  sh32:0.9881108407961906  sh33:0.16851539630951654  sh34:0.77743286067207  sh35:0.5703585078404874  sh36:0.062944516558594  sh37:0.9830769956076457  sh38:0.0291068252699835  sh39:0.5510997210316133  sh40:0.12448075152172912  sh41:0.0889825793233194  sh42:0.08446532604236479  sh43:0.9314437799015696  sh44:0.8244573124920177  sh45:0.7906276358147764  sh46:0.8625711337012405  sh47:0.7066068177888479  sh48:0.0  sh49:0.77158479835976  sh50:0.8324930890364515  sh51:0.845709854819072  sh52:0.8132603100955512  sh53:0.9112571645587351  sh54:0.6733216084333347  sh55:0.8525693585457336  sh56:0.7329156712792734  sh57:0.8234948879840562  sh58:0.5537247806690387  
